age_bin,so_map,diff_priorReg_map,same_priorReg_map
0,-1.266411653807369,0.5552398703876835,0.669932510821708
0.05,-0.6024539519487013,0.5502448237193307,0.6698926533225079
0.1,-0.5297696402720844,0.5452665948687596,0.668901257533663
0.15000000000000002,-0.4584361069867873,0.5413575017673564,0.6670720388751801
0.2,-0.4018831515356629,0.538510755965298,0.6645207905993789
0.25,-0.3335946680240556,0.5345637933031937,0.6642883842984708
0.3,-0.2609420919480585,0.530230158249069,0.6651985444229822
0.35,-0.18455561586044822,0.5257086752938994,0.6680201951670908
0.39999999999999997,-0.26377540120182963,0.5210003009279626,0.6699439708087362
0.44999999999999996,-0.20291312292868358,0.5143763276809549,0.670272250214667
0.49999999999999994,-0.21435113658912708,0.5043690877770997,0.6700151909829329
0.5499999999999999,-0.1600475305941187,0.49697804364418474,0.6714824625423557
0.6,-0.10581058097139806,0.49421362024178583,0.6751990441029301
0.65,0.17429123313059103,0.4852165771362198,0.6789658255571577
0.7000000000000001,0.22527021072921727,0.4791914593747888,0.6763069944512595
0.7500000000000001,0.2763208905471266,0.4877395729336485,0.6763860018660759
0.8000000000000002,0.321273511429753,0.484727867467053,0.6752695927352639
0.8500000000000002,0.3195143141687986,0.4789183784992259,0.6718109863610384
0.9000000000000002,0.40144517541823743,0.46104126076685603,0.6763243619035817
0.9500000000000003,0.4921338544119429,0.45205946273227743,0.6771819670182343
1.0000000000000002,0.5698860512629598,0.4479195886283555,0.665657955213012
1.0500000000000003,0.6784001431980868,0.4465340136732563,0.660303884489375
1.1000000000000003,0.7609188142388754,0.4426665113059616,0.6790713140936253
1.1500000000000004,0.8569391899753565,0.4378503775235908,0.6836273179282364
1.2000000000000004,0.8642138618862829,0.43872809232327137,0.6918364001089691
1.2500000000000004,0.9059004893475344,0.4390304947476803,0.6950168620745967
1.3000000000000005,0.955653439919297,0.4403026362550169,0.6951117561948774
1.3500000000000005,0.9917850801597632,0.39857166522893867,0.6940721642049512
1.4000000000000006,1.0529228434062785,0.40287928666608724,0.6888012731188209
1.4500000000000006,1.1204174057470637,0.3942234432051063,0.6850345864947611
1.5000000000000007,1.1835982595600032,0.387111121433349,0.6840702865999403
1.5500000000000007,1.4274078526769833,0.38379408660054515,0.683304426935675
1.6000000000000008,1.4813829182008114,0.3794760316179946,0.6848758182527734
1.6500000000000008,1.559813572477764,0.34160366473046205,0.6913001686076974
1.7000000000000008,1.6390413057404665,0.33473830289372064,0.696183447785274
1.7500000000000009,1.7404183913623585,0.3281060020291373,0.6980371810520172
1.800000000000001,1.6990481437266,0.3221894828164723,0.7001996451133548
1.850000000000001,1.7874466619351352,0.3166535122275552,0.701376374506208
1.900000000000001,1.8773722314273704,0.3115056320128321,0.7030440029408205
1.950000000000001,1.9838061804936336,0.3067340851696937,0.7054310352307251
